regimen_id,regimen_name,source_component_count,projected_component_count,projected_components_json,excluded_components_json,added_lexical_components_json,explicit_missing_curated_components_json,benchmark_eligible,reason
1549,mercaptopurine and wbrt,1,0,[],"[""Mercaptopurine""]",[],[],false,fewer_than_two_direct_lexical_components
1550,mercaptopurine monotherapy,1,0,[],"[""Mercaptopurine""]",[],[],false,fewer_than_two_direct_lexical_components
1551,"mercaptopurine, methotrexate, vinblastine, prednisolone",2,0,[],"[""Mercaptopurine"",""Methotrexate""]",[],"[""Vinblastine""]",false,explicit_curated_component_missing_from_uotd_links
1552,"mercaptopurine, methotrexate, vincristine",3,3,"[""Mercaptopurine"",""Methotrexate"",""Vincristine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1553,"mercaptopurine, methotrexate, vincristine, dexamethasone",3,0,[],"[""Mercaptopurine"",""Methotrexate"",""Vincristine""]",[],"[""Dexamethasone""]",false,explicit_curated_component_missing_from_uotd_links
1554,"mercaptopurine, methotrexate, wb-xrt",2,2,"[""Mercaptopurine"",""Methotrexate""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1555,mesa/rt,3,0,[],"[""Etoposide"",""Methotrexate"",""pegaspargase""]",[],[],false,fewer_than_two_direct_lexical_components
1556,methotrexate and pegaspargase,2,2,"[""Methotrexate"",""pegaspargase""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1557,methotrexate and prednisone,1,0,[],"[""Methotrexate""]",[],"[""Prednisone""]",false,explicit_curated_component_missing_from_uotd_links
1558,methotrexate and rituximab,2,2,"[""Methotrexate"",""Rituximab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1559,methotrexate and tacrolimus,2,2,"[""Methotrexate"",""tacrolimus""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1560,methotrexate and vinblastine,1,0,[],"[""Methotrexate""]",[],"[""Vinblastine""]",false,explicit_curated_component_missing_from_uotd_links
1561,methotrexate and vincristine,2,2,"[""Methotrexate"",""Vincristine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1562,methotrexate monotherapy,1,0,[],"[""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1563,"methotrexate, tacrolimus, vorinostat",3,3,"[""Methotrexate"",""tacrolimus"",""vorinostat""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1564,methotrexate-cytarabine,1,0,[],"[""Methotrexate""]",[],"[""Cytarabine""]",false,explicit_curated_component_missing_from_uotd_links
1565,methotrexate-cytarabine and thiotepa,2,0,[],"[""Methotrexate"",""thiotepa""]",[],"[""Cytarabine""]",false,explicit_curated_component_missing_from_uotd_links
1566,methylprednisolone monotherapy,0,0,[],[],[],"[""Methylprednisolone""]",false,explicit_curated_component_missing_from_uotd_links
1567,"metronidazole, tetracycline, ppi, bismuth",3,2,"[""metronidazole"",""tetracycline""]","[""Omeprazole""]",[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1568,mfl,3,0,[],"[""Fluorouracil"",""folic acid"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1569,mfolfox and sorafenib,4,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin"",""Sorafenib""]",[],[],false,fewer_than_two_direct_lexical_components
1570,mfolfox6 and nivolumab,4,0,[],"[""Fluorouracil"",""folic acid"",""Nivolumab"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1571,mfolfox6 and panitumumab,4,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin"",""Panitumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1572,mfolfox6 and pembrolizumab,3,0,[],"[""folic acid"",""Oxaliplatin"",""Pembrolizumab""]",[],[],false,fewer_than_two_direct_lexical_components
1573,mfolfox6 and rt,3,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1574,mfolfoxiri and cetuximab (l-leucovorin),5,0,[],"[""Cetuximab"",""Fluorouracil"",""folic acid"",""Irinotecan"",""Oxaliplatin""]",[],"[""Leucovorin""]",false,explicit_curated_component_missing_from_uotd_links
1575,mfp,3,0,[],"[""Fluorouracil"",""medroxyprogesterone"",""Melphalan""]",[],[],false,fewer_than_two_direct_lexical_components
1576,mic,3,0,[],"[""Cisplatin"",""Ifosfamide"",""Mitomycin""]",[],[],false,fewer_than_two_direct_lexical_components
1577,midostaurin monotherapy,1,0,[],"[""midostaurin""]",[],[],false,fewer_than_two_direct_lexical_components
1578,mine,4,0,[],"[""Etoposide"",""Ifosfamide"",""Mesna"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1579,mine-eshap,5,0,[],"[""Cisplatin"",""Etoposide"",""Ifosfamide"",""Mesna"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1580,mini-hyper-cvd/ma and inotuzumab ozogamicin,4,0,[],"[""Cyclophosphamide"",""inotuzumab ozogamicin"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1581,minichop-f,3,0,[],"[""Cyclophosphamide"",""fludarabine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1582,mirvetuximab soravtansine monotherapy,1,0,[],"[""mirvetuximab soravtansine""]",[],[],false,fewer_than_two_direct_lexical_components
1583,mito-flag,2,0,[],"[""fludarabine"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1584,mitomycin and vinblastine (mv),1,0,[],"[""Mitomycin""]",[],"[""Vinblastine""]",false,explicit_curated_component_missing_from_uotd_links
1585,mitomycin pyelocalyceal monotherapy,0,0,[],[],[],"[""Mitomycin""]",false,explicit_curated_component_missing_from_uotd_links
1586,mitotane and edp,3,0,[],"[""Cisplatin"",""Etoposide"",""mitotane""]",[],[],false,fewer_than_two_direct_lexical_components
1587,mitotane and streptozocin,2,2,"[""mitotane"",""streptozocin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1588,mitotane monotherapy,1,0,[],"[""mitotane""]",[],[],false,fewer_than_two_direct_lexical_components
1589,mitoxantrone and hydrocortisone,2,2,"[""hydrocortisone"",""mitoxantrone""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1590,mitoxantrone and prednisone,1,0,[],"[""mitoxantrone""]",[],"[""Prednisone""]",false,explicit_curated_component_missing_from_uotd_links
1591,mitoxantrone and vinorelbine (mv),3,2,"[""mitoxantrone"",""Vinorelbine""]","[""Etoposide""]",[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1592,mitoxantrone monotherapy,1,0,[],"[""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1593,"mitoxantrone, asparaginase erwinia chrysanthemi, vincristine, dexamethasone",3,0,[],"[""Asparaginase"",""mitoxantrone"",""Vincristine""]",[],"[""Dexamethasone""]",false,explicit_curated_component_missing_from_uotd_links
1594,"mitoxantrone, pegaspargase, vincristine, dexamethasone",3,0,[],"[""mitoxantrone"",""pegaspargase"",""Vincristine""]",[],"[""Dexamethasone""]",false,explicit_curated_component_missing_from_uotd_links
1595,mlsg15,4,0,[],"[""Carboplatin"",""Cyclophosphamide"",""Etoposide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1596,mmm,3,0,[],"[""Methotrexate"",""Mitomycin"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1597,mmopp,4,0,[],"[""mechlorethamine"",""Methotrexate"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1598,mmv,3,0,[],"[""Methotrexate"",""Mitomycin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1599,moad,3,0,[],"[""Asparaginase"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1600,moap,3,0,[],"[""Methotrexate"",""pegaspargase"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1601,mob,3,0,[],"[""Bleomycin"",""mechlorethamine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1602,mobocertinib monotherapy,1,0,[],"[""mobocertinib""]",[],[],false,fewer_than_two_direct_lexical_components
1603,mobp,4,0,[],"[""Bleomycin"",""Cisplatin"",""Mitomycin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1604,mof,2,0,[],"[""Fluorouracil"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1605,mof-s,3,0,[],"[""Fluorouracil"",""streptozocin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1606,mogamulizumab monotherapy,1,0,[],"[""mogamulizumab""]",[],[],false,fewer_than_two_direct_lexical_components
1607,momp,3,0,[],"[""mechlorethamine"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1608,mop-bap,4,0,[],"[""Bleomycin"",""mechlorethamine"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1609,mopp,3,0,[],"[""mechlorethamine"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1610,mopp-abv,4,0,[],"[""Bleomycin"",""mechlorethamine"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1611,mopp-abvd,5,0,[],"[""Bleomycin"",""Dacarbazine"",""mechlorethamine"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1612,mopp/abvd,5,0,[],"[""Bleomycin"",""Dacarbazine"",""mechlorethamine"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1613,moppldb,4,0,[],"[""Bleomycin"",""mechlorethamine"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1614,mosunetuzumab monotherapy,1,0,[],"[""mosunetuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
1615,moxetumomab pasudotox monotherapy,1,0,[],"[""moxetumomab pasudotox""]",[],[],false,fewer_than_two_direct_lexical_components
1616,mpfl,4,0,[],"[""Cisplatin"",""Fluorouracil"",""folic acid"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1617,mpr,2,0,[],"[""Lenalidomide"",""Melphalan""]",[],[],false,fewer_than_two_direct_lexical_components
1618,mpt,2,0,[],"[""Melphalan"",""Thalidomide""]",[],[],false,fewer_than_two_direct_lexical_components
1619,mpv,8,0,[],"[""Bortezomib"",""Cisplatin"",""folic acid"",""Melphalan"",""Methotrexate"",""Mitomycin"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1620,mrd,2,0,[],"[""Lenalidomide"",""Melphalan""]",[],[],false,fewer_than_two_direct_lexical_components
1621,mt-r,3,0,[],"[""Methotrexate"",""Rituximab"",""Temozolomide""]",[],[],false,fewer_than_two_direct_lexical_components
1622,mtx-cddpadr,3,0,[],"[""Cisplatin"",""folic acid"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1623,mtx-cf,2,0,[],"[""folic acid"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1624,mvac,2,0,[],"[""Cisplatin"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1625,"mvac, dose-dense",2,0,[],"[""Cisplatin"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1626,mvbp,3,0,[],"[""Carmustine"",""Etoposide"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1627,mvec,3,0,[],"[""Cisplatin"",""Epirubicin"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1628,mvf,3,0,[],"[""Fluorouracil"",""mitoxantrone"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1629,mvp and rt,2,0,[],"[""Cisplatin"",""Mitomycin""]",[],[],false,fewer_than_two_direct_lexical_components
1630,mvpp,2,0,[],"[""mechlorethamine"",""Procarbazine""]",[],[],false,fewer_than_two_direct_lexical_components
1631,mvt,3,0,[],"[""Etoposide"",""mitoxantrone"",""thiotepa""]",[],[],false,fewer_than_two_direct_lexical_components
1632,mvvpp,3,0,[],"[""mechlorethamine"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1633,mycophenolate mofetil monotherapy,1,0,[],"[""mycophenolate mofetil""]",[],[],false,fewer_than_two_direct_lexical_components
1634,n5/n6,2,0,[],"[""Dacarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1635,nab-paclitaxel and atezolizumab,2,0,[],"[""Atezolizumab"",""Paclitaxel""]",[],"[""Nab-Paclitaxel""]",false,explicit_curated_component_missing_from_uotd_links
1636,nab-paclitaxel and pembrolizumab,2,0,[],"[""Paclitaxel"",""Pembrolizumab""]",[],"[""Nab-Paclitaxel""]",false,explicit_curated_component_missing_from_uotd_links
1637,nab-paclitaxel and toripalimab,2,0,[],"[""Paclitaxel"",""toripalimab""]",[],"[""Nab-Paclitaxel""]",false,explicit_curated_component_missing_from_uotd_links
1638,nab-paclitaxel and trastuzumab,2,0,[],"[""Paclitaxel"",""Trastuzumab""]",[],"[""Nab-Paclitaxel""]",false,explicit_curated_component_missing_from_uotd_links
1639,nab-paclitaxel monotherapy,1,0,[],"[""Paclitaxel""]",[],"[""Nab-Paclitaxel""]",false,explicit_curated_component_missing_from_uotd_links
1640,"nab-paclitaxel, pertuzumab, trastuzumab",3,0,[],"[""Paclitaxel"",""Pertuzumab"",""Trastuzumab""]",[],"[""Nab-Paclitaxel""]",false,explicit_curated_component_missing_from_uotd_links
1641,nab-sirolimus monotherapy,1,0,[],"[""sirolimus""]",[],[],false,fewer_than_two_direct_lexical_components
1642,nac,2,0,[],"[""Lomustine"",""mechlorethamine""]",[],[],false,fewer_than_two_direct_lexical_components
1643,nadofaragene firadenovec monotherapy,1,0,[],"[""nadofaragene firadenovec""]",[],[],false,fewer_than_two_direct_lexical_components
1644,nalirifox,4,0,[],"[""Fluorouracil"",""folic acid"",""Irinotecan"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1645,naxitamab monotherapy,1,0,[],"[""naxitamab""]",[],[],false,fewer_than_two_direct_lexical_components
1646,nedaplatin and rt,0,0,[],[],[],[],false,fewer_than_two_direct_lexical_components
1647,nelarabine monotherapy,1,0,[],"[""nelarabine""]",[],[],false,fewer_than_two_direct_lexical_components
1648,"neratinib and paclitaxel, then ac",3,2,"[""neratinib"",""Paclitaxel""]","[""Cyclophosphamide""]",[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1649,"neratinib and paclitaxel, then ddac",3,2,"[""neratinib"",""Paclitaxel""]","[""Cyclophosphamide""]",[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1650,neratinib monotherapy,1,0,[],"[""neratinib""]",[],[],false,fewer_than_two_direct_lexical_components
1651,nfl,3,0,[],"[""Fluorouracil"",""folic acid"",""mitoxantrone""]",[],[],false,fewer_than_two_direct_lexical_components
1652,nilotinib monotherapy,1,0,[],"[""Nilotinib""]",[],[],false,fewer_than_two_direct_lexical_components
1653,nilotinib-based consolidation,4,0,[],"[""Etoposide"",""Methotrexate"",""Nilotinib"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1654,nilutamide and orchiectomy,1,0,[],"[""nilutamide""]",[],[],false,fewer_than_two_direct_lexical_components
1655,nimustine and rt,0,0,[],[],[],[],false,fewer_than_two_direct_lexical_components
1656,nintedanib and pemetrexed,2,2,"[""nintedanib"",""Pemetrexed""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1657,niraparib monotherapy,1,0,[],"[""Niraparib""]",[],[],false,fewer_than_two_direct_lexical_components
1658,nirogacestat monotherapy,1,0,[],"[""nirogacestat""]",[],[],false,fewer_than_two_direct_lexical_components
1659,nivolumab and relatlimab,1,0,[],"[""nivolumab / relatlimab""]",[],"[""Nivolumab""]",false,explicit_curated_component_missing_from_uotd_links
1660,nivolumab and rt,1,0,[],"[""Nivolumab""]",[],[],false,fewer_than_two_direct_lexical_components
1661,nivolumab monotherapy,1,0,[],"[""Nivolumab""]",[],[],false,fewer_than_two_direct_lexical_components
1662,nivolumab-ipilimumab,2,2,"[""Ipilimumab"",""Nivolumab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1663,non-pegylated liposomal doxorubicin and bevacizumab,1,0,[],"[""Bevacizumab""]",[],"[""Pegylated Liposomal Doxorubicin""]",false,explicit_curated_component_missing_from_uotd_links
1664,non-pegylated liposomal doxorubicin monotherapy,0,0,[],[],[],"[""Pegylated Liposomal Doxorubicin""]",false,explicit_curated_component_missing_from_uotd_links
1665,"nordic regimen, older patients",4,0,[],"[""Cyclophosphamide"",""Ifosfamide"",""Methotrexate"",""Rituximab""]",[],[],false,fewer_than_two_direct_lexical_components
1666,"nordic regimen, younger patients",5,0,[],"[""Cyclophosphamide"",""Ifosfamide"",""Methotrexate"",""Rituximab"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1667,novp,2,0,[],"[""mitoxantrone"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1668,np-ddac,2,0,[],"[""Cyclophosphamide"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1669,np-ddac and atezolizumab,3,0,[],"[""Atezolizumab"",""Cyclophosphamide"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1670,np-ddec,3,0,[],"[""Cyclophosphamide"",""Epirubicin"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1671,np-ec,3,0,[],"[""Cyclophosphamide"",""Epirubicin"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1672,o-chop,3,0,[],"[""Cyclophosphamide"",""ofatumumab"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1673,o-dap,2,0,[],"[""Cisplatin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1674,o-dhap,2,0,[],"[""Cisplatin"",""ofatumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1675,o-eshap,3,0,[],"[""Cisplatin"",""Etoposide"",""ofatumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1676,o-fc,3,0,[],"[""Cyclophosphamide"",""fludarabine"",""ofatumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1677,o-ice,4,0,[],"[""Carboplatin"",""Etoposide"",""Ifosfamide"",""ofatumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1678,o-minichop,3,0,[],"[""Cyclophosphamide"",""ofatumumab"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1679,oap,1,0,[],"[""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1680,oap-bleo,2,0,[],"[""Bleomycin"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1681,obinutuzumab monotherapy,1,0,[],"[""Obinutuzumab""]",[],[],false,fewer_than_two_direct_lexical_components
1682,octreotide and interferon alfa,2,0,[],"[""interferon gamma-1b"",""octreotide""]",[],[],false,fewer_than_two_direct_lexical_components
1683,octreotide and prednisone,1,0,[],"[""octreotide""]",[],"[""Prednisone""]",false,explicit_curated_component_missing_from_uotd_links
1684,octreotide lar monotherapy,0,0,[],[],[],[],false,fewer_than_two_direct_lexical_components
1685,octreotide monotherapy,1,0,[],"[""octreotide""]",[],[],false,fewer_than_two_direct_lexical_components
1686,oepa,2,0,[],"[""Etoposide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1687,ofar,3,0,[],"[""fludarabine"",""Oxaliplatin"",""Rituximab""]",[],[],false,fewer_than_two_direct_lexical_components
1688,ofatumumab monotherapy,1,0,[],"[""ofatumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1689,olaparib and bevacizumab,2,2,"[""Bevacizumab"",""Olaparib""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1690,olaparib monotherapy,1,0,[],"[""Olaparib""]",[],[],false,fewer_than_two_direct_lexical_components
1691,olutasidenib monotherapy,1,0,[],"[""olutasidenib""]",[],[],false,fewer_than_two_direct_lexical_components
1692,omacetaxine monotherapy,0,0,[],[],[],[],false,fewer_than_two_direct_lexical_components
1693,opdivo + cisplatin + gemcitabine,3,2,"[""Cisplatin"",""Gemcitabine""]","[""Nivolumab""]",[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1694,open,3,0,[],"[""Etoposide"",""mitoxantrone"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1695,opp,2,0,[],"[""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1696,oppa,2,0,[],"[""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1697,osimertinib monotherapy,1,0,[],"[""Osimertinib""]",[],[],false,fewer_than_two_direct_lexical_components
1698,ox-p,1,0,[],"[""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1699,oxafafu,3,0,[],"[""Fluorouracil"",""folic acid"",""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1700,oxaliplatin and bevacizumab,2,2,"[""Bevacizumab"",""Oxaliplatin""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1701,oxaliplatin and paclitaxel,2,2,"[""Oxaliplatin"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1702,oxaliplatin and rt,1,0,[],"[""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1703,oxaliplatin monotherapy,1,0,[],"[""Oxaliplatin""]",[],[],false,fewer_than_two_direct_lexical_components
1704,"oxaliplatin, paclitaxel, tislelizumab",3,3,"[""Oxaliplatin"",""Paclitaxel"",""tislelizumab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1705,p-mvac,3,0,[],"[""Carboplatin"",""Cisplatin"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1706,p/doce,3,0,[],"[""Cyclophosphamide"",""Etoposide"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1707,pab-esc-c,3,0,[],"[""Bleomycin"",""Cisplatin"",""Cyclophosphamide""]",[],[],false,fewer_than_two_direct_lexical_components
1708,pac-p,2,0,[],"[""Cisplatin"",""Cyclophosphamide""]",[],[],false,fewer_than_two_direct_lexical_components
1709,pacebom,5,0,[],"[""Bleomycin"",""Cyclophosphamide"",""Etoposide"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1710,paclitaxel and bevacizumab,2,2,"[""Bevacizumab"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1711,paclitaxel and pazopanib,2,2,"[""Paclitaxel"",""Pazopanib""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1712,paclitaxel and pembrolizumab,2,2,"[""Paclitaxel"",""Pembrolizumab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1713,paclitaxel and ramucirumab,2,2,"[""Paclitaxel"",""Ramucirumab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1714,paclitaxel and rt,1,0,[],"[""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1715,paclitaxel and s-1,1,0,[],"[""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1716,paclitaxel and vinorelbine,2,2,"[""Paclitaxel"",""Vinorelbine""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1717,"paclitaxel, nanoparticle albumin-bound and bevacizumab",2,2,"[""Bevacizumab"",""Paclitaxel""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1718,"paclitaxel, pertuzumab, trastuzumab emtansine",3,0,[],"[""Paclitaxel"",""Pertuzumab"",""Trastuzumab""]",[],"[""Trastuzumab Emtansine""]",false,explicit_curated_component_missing_from_uotd_links
1719,"paclitaxel, topotecan, bevacizumab",3,3,"[""Bevacizumab"",""Paclitaxel"",""Topotecan""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1720,pacritinib monotherapy,1,0,[],"[""pacritinib""]",[],[],false,fewer_than_two_direct_lexical_components
1721,pad/vcd,2,0,[],"[""Bortezomib"",""Cyclophosphamide""]",[],[],false,fewer_than_two_direct_lexical_components
1722,paf,3,0,[],"[""Cisplatin"",""Fluorouracil"",""Melphalan""]",[],[],false,fewer_than_two_direct_lexical_components
1723,pan-tpf,4,0,[],"[""Cisplatin"",""Docetaxel"",""Fluorouracil"",""Panitumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1724,panitumumab monotherapy,1,0,[],"[""Panitumumab""]",[],[],false,fewer_than_two_direct_lexical_components
1725,panobinostat and rituximab,2,2,"[""panobinostat"",""Rituximab""]",[],[],[],true,at_least_two_direct_components_lexically_grounded_in_regimen_name
1726,panobinostat monotherapy,1,0,[],"[""panobinostat""]",[],[],false,fewer_than_two_direct_lexical_components
1727,patco,3,0,[],"[""Cyclophosphamide"",""Thioguanine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1728,pave,2,0,[],"[""Melphalan"",""Procarbazine""]",[],[],false,fewer_than_two_direct_lexical_components
1729,pazopanib monotherapy,1,0,[],"[""Pazopanib""]",[],[],false,fewer_than_two_direct_lexical_components
1730,pbm,4,0,[],"[""Bleomycin"",""Cisplatin"",""folic acid"",""Methotrexate""]",[],[],false,fewer_than_two_direct_lexical_components
1731,pcde,4,0,[],"[""Cisplatin"",""Cyclophosphamide"",""Epirubicin"",""Etoposide""]",[],[],false,fewer_than_two_direct_lexical_components
1732,pce,5,0,[],"[""Carboplatin"",""Cisplatin"",""Cyclophosphamide"",""Etoposide"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1733,pcf,3,0,[],"[""Cisplatin"",""Fluorouracil"",""Paclitaxel""]",[],[],false,fewer_than_two_direct_lexical_components
1734,pco,3,0,[],"[""Cyclophosphamide"",""ofatumumab"",""pentostatin""]",[],[],false,fewer_than_two_direct_lexical_components
1735,pcp,2,0,[],"[""Cyclophosphamide"",""Pomalidomide""]",[],[],false,fewer_than_two_direct_lexical_components
1736,pcr,3,0,[],"[""Cyclophosphamide"",""pentostatin"",""Rituximab""]",[],[],false,fewer_than_two_direct_lexical_components
1737,pcv,3,0,[],"[""Lomustine"",""Procarbazine"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1738,peba,3,0,[],"[""Bleomycin"",""Cisplatin"",""Etoposide""]",[],[],false,fewer_than_two_direct_lexical_components
1739,pediatric-like graall consolidation,6,0,[],"[""Asparaginase"",""Cyclophosphamide"",""Etoposide"",""Mercaptopurine"",""Methotrexate"",""Vincristine""]",[],[],false,fewer_than_two_direct_lexical_components
1740,pefg,4,0,[],"[""Cisplatin"",""Epirubicin"",""Fluorouracil"",""Gemcitabine""]",[],[],false,fewer_than_two_direct_lexical_components
1741,"pegaspargase, vincristine, dexamethasone",2,0,[],"[""pegaspargase"",""Vincristine""]",[],"[""Dexamethasone""]",false,explicit_curated_component_missing_from_uotd_links
1742,peginterferon alfa-2a monotherapy,1,0,[],"[""peginterferon alfa-2a""]",[],[],false,fewer_than_two_direct_lexical_components
1743,peginterferon alfa-2b monotherapy,1,0,[],"[""peginterferon alfa-2b""]",[],[],false,fewer_than_two_direct_lexical_components
1744,pegylated liposomal doxorubicin and bevacizumab,1,0,[],"[""Bevacizumab""]",[],"[""Pegylated Liposomal Doxorubicin""]",false,explicit_curated_component_missing_from_uotd_links
